"LURN_SAK","INCIDENT_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
18617440,"2018-06-10 11:30:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","20700 GOLDEN TRIANGLE RD, CANYON CNTRY, CA","20700 GOLDEN TRIANGLE RD","CANYON CNTRY",,"918-08624-0617","0617","08624","CA0190006","SANTA CLARITA VALLEY","N"
18605905,"2018-06-10 13:35:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","5200 LAKEWOOD BLVD, LAKEWOOD, CA 90713","5200 LAKEWOOD BLVD","LAKEWOOD","90713","918-12953-1329","1329","12953","CA0190013","LAKEWOOD","N"
18605945,"2018-06-10 14:20:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","44600 VALLEY CENTRAL WAY, LANCASTER, CA","44600 VALLEY CENTRAL WAY","LANCASTER",,"918-11481-1127","1127","11481","CA0190024","LANCASTER","N"
18605927,"2018-06-10 15:15:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","1600 FLORENCE AVE, LOS ANGELES, CA","1600 FLORENCE AVE","LOS ANGELES",,"918-08511-2171","2171","08511","CA01900V3","CENTURY","N"
18606054,"2018-06-10 16:42:30","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","18400 COLIMA RD, ROWLAND HEIGHTS, CA","18400 COLIMA RD","ROWLAND HEIGHTS",,"918-03679-2931","2931","03679","CA0190020","WALNUT","N"
18606241,"2018-06-10 18:00:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","2900 CUDAHY ST, HUNTINGTON PARK, CA 90255","2900 CUDAHY ST","HUNTINGTON PARK","90255","918-08522-2178","2178","08522","CA01900V3","CENTURY","N"
18606169,"2018-06-10 20:00:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","10900 S WESTERN AVE, LOS ANGELES, CA 90044","10900 S WESTERN AVE","LOS ANGELES","90044","918-04507-0373","0373","04507","CA0190003","SOUTH LOS ANGELES","N"
18606178,"2018-06-10 20:15:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","11700 IMPERIAL HWY, NORWALK, CA 90650","11700 IMPERIAL HWY","NORWALK","90650","918-08893-0451","0451","08893","CA0190004","NORWALK","N"
18606237,"2018-06-10 21:35:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","18400 COLIMA RD, ROWLAND HEIGHTS, CA 91748","18400 COLIMA RD","ROWLAND HEIGHTS","91748","918-03683-2931","2931","03683","CA0190020","WALNUT","N"
18606896,"2018-06-11 01:03:00","ROBBERY","035","ROBBERY, WEAPON: Residence","200 HORIZON RD, PALMDALE, CA 93550","200 HORIZON RD","PALMDALE","93550","918-08544-2611","2611","08544","CA01900W9","PALMDALE","N"
18610706,"2018-06-11 02:00:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","2000 E DEL AMO BLVD, COMPTON, CA","2000 E DEL AMO BLVD","COMPTON",,"018-06208-1692","1692","06208","CA0190016","CARSON","N"
18606657,"2018-06-11 10:40:00","ROBBERY","045","ROBBERY, STRONG-ARM: Residence","8100 GARVEY AVE, ROSEMEAD, CA 91770","8100 GARVEY AVE","ROSEMEAD","91770","018-07176-0532","0532","07176","CA0190005","TEMPLE","N"
18606697,"2018-06-11 11:45:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","1700 MOUNTAIN AVE, DUARTE, CA 91010","1700 MOUNTAIN AVE","DUARTE","91010","918-07177-0541","0541","07177","CA0190005","TEMPLE","N"
18607098,"2018-06-11 13:00:00","ROBBERY","035","ROBBERY, WEAPON: Residence","24900 WALNUT ST, NEWHALL, CA","24900 WALNUT ST","NEWHALL",,"918-08125-0623","0623","08125","CA0190006","SANTA CLARITA VALLEY","N"
18606865,"2018-06-11 14:15:00","ROBBERY","044","ROBBERY, STRONG-ARM: Convenience Store, Fast Food, Restaurant","11200 ATLANTIC AVE, LYNWOOD, CA 90262","11200 ATLANTIC AVE","LYNWOOD","90262","918-08550-2115","2115","08550","CA01900V3","CENTURY","N"
18607090,"2018-06-11 18:22:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","39500 10TH ST W, PALMDALE, CA","39500 10TH ST W","PALMDALE",,"918-08558-2619","2619","08558","CA01900W9","PALMDALE","N"
18607124,"2018-06-11 19:02:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","LONG BEACH BLVD AND MICHIGAN AVE, LYNWOOD, CA 90262","LONG BEACH BLVD AND MICHIGAN AVE","LYNWOOD","90262","918-08563-2112","2112","08563","CA01900V3","CENTURY","N"
18607260,"2018-06-11 19:45:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","18000 PACIFIC COAST HWY, MALIBU, CA 90265","18000 PACIFIC COAST HWY","MALIBU","90265","918-03480-1028","1028","03480","CA0190022","MALIBU/LOST HILLS","N"
18607077,"2018-06-11 19:53:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","5300 WASHINGTON BLVD, COMMERCE, CA","5300 WASHINGTON BLVD","COMMERCE",,"018-08807-0244","0244","08807","CA0190002","EAST LOS ANGELES","N"
18607203,"2018-06-11 20:40:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","4800 WHITTIER BLVD, LOS ANGELES, CA 90022","4800 WHITTIER BLVD","LOS ANGELES","90022","918-08814-0294","0294","08814","CA0190002","EAST LOS ANGELES","N"
18607263,"2018-06-11 21:10:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","1800 N CULVER AVE, COMPTON, CA 90222","1800 N CULVER AVE","COMPTON","90222","918-08183-2813","2813","08183","CA0190042","COMPTON","N"
18607314,"2018-06-11 22:42:00","ROBBERY","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","400 N SUNSET AVE, LA PUENTE, CA 91744","400 N SUNSET AVE","LA PUENTE","91744","918-07728-1431","1431","07728","CA0190014","INDUSTRY","N"
18607345,"2018-06-11 23:00:00","ROBBERY","037","ROBBERY, WEAPON: Other","35TH ST E AND E AVENUE R, PALMDALE, CA","35TH ST E AND E AVENUE R","PALMDALE",,"918-08574-2608","2608","08574","CA01900W9","PALMDALE","N"
18608141,"2018-06-12 13:40:00","ROBBERY","037","ROBBERY, WEAPON: Other","11TH ST W AND AVENUE H-8, LANCASTER, CA","11TH ST W AND AVENUE H-8","LANCASTER",,"918-11665-1121","1121","11665","CA0190024","LANCASTER","N"
18608270,"2018-06-12 14:06:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","8700 GRAHAM AVE, LOS ANGELES, CA 90002","8700 GRAHAM AVE","LOS ANGELES","90002","918-00734-6016","6016","00734","CA0190031","TRANSIT SERV BUR","N"
18608296,"2018-06-12 16:18:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","12900 TOWNE CENTER DR, CERRITOS, CA 90703","12900 TOWNE CENTER DR","CERRITOS","90703","918-02605-2317","2317","02605","CA01900R7","CERRITOS","N"
18608441,"2018-06-12 16:30:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","11700 N WILLOWBROOK AVE, LOS ANGELES, CA 90059","11700 N WILLOWBROOK AVE","LOS ANGELES","90059","018-00736-6064","6064","00736","CA0190031","TRANSIT SERV BUR","N"
18608595,"2018-06-12 22:15:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","1700 SLAUSON AVE, LOS ANGELES, CA 90001","1700 SLAUSON AVE","LOS ANGELES","90001","918-08626-2171","2171","08626","CA01900V3","CENTURY","N"
18608735,"2018-06-13 03:30:00","ROBBERY","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","8600 ALONDRA BLVD, PARAMOUNT, CA 90723","8600 ALONDRA BLVD","PARAMOUNT","90723","918-13156-1368","1368","13156","CA0190013","LAKEWOOD","N"
18608763,"2018-06-13 05:15:00","ROBBERY","037","ROBBERY, WEAPON: Other","9500 CALL ST, PICO RIVERA, CA 90660","9500 CALL ST","PICO RIVERA","90660","018-04190-1517","1517","04190","CA0190015","PICO RIVERA","N"
18610404,"2018-06-13 11:40:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","4200 DEEBOYAR AVE, LAKEWOOD, CA 90713","4200 DEEBOYAR AVE","LAKEWOOD","90713","918-13263-1323","1323","13263","CA0190013","LAKEWOOD","N"
18609186,"2018-06-13 11:58:30","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","1000 S WILLOWBROOK AVE, COMPTON, CA","1000 S WILLOWBROOK AVE","COMPTON",,"918-08282-2841","2841","08282","CA0190042","COMPTON","N"
18609669,"2018-06-13 16:00:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","11400 ALCLAD AVE, WHITTIER, CA 90605","11400 ALCLAD AVE","WHITTIER","90605","018-09061-0494","0494","09061","CA0190004","NORWALK","N"
18609540,"2018-06-13 16:15:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","5100 WHITTIER BLVD, LOS ANGELES, CA 90022","5100 WHITTIER BLVD","LOS ANGELES","90022","918-08910-0294","0294","08910","CA0190002","EAST LOS ANGELES","N"
18610293,"2018-06-13 18:30:00","ROBBERY","048","ROBBERY, STRONG-ARM: Carjacking","400 W AVENUE J, LANCASTER, CA","400 W AVENUE J","LANCASTER",,"918-11806-1126","1126","11806","CA0190024","LANCASTER","N"
18609652,"2018-06-13 18:34:00","ROBBERY","037","ROBBERY, WEAPON: Other","800 ANZAC CIR, COMPTON, CA","800 ANZAC CIR","COMPTON",,"918-08309-2835","2835","08309","CA0190042","COMPTON","N"
18610789,"2018-06-13 20:00:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","1400 E 103RD ST, LOS ANGELES, CA 90002","1400 E 103RD ST","LOS ANGELES","90002","018-08746-2194","2194","08746","CA01900V3","CENTURY","N"
18610869,"2018-06-13 22:30:00","ROBBERY","037","ROBBERY, WEAPON: Other","14500 GUNDRY AVE, PARAMOUNT, CA 90723","14500 GUNDRY AVE","PARAMOUNT","90723","918-13298-1363","1363","13298","CA0190013","LAKEWOOD","N"
18610427,"2018-06-14 00:15:00","ROBBERY","037","ROBBERY, WEAPON: Other","IMPERIAL HWY AND NORMANDIE AVE, LOS ANGELES, CA","IMPERIAL HWY AND NORMANDIE AVE","LOS ANGELES",,"018-04619-0375","0375","04619","CA0190003","SOUTH LOS ANGELES","N"
18609924,"2018-06-14 01:32:00","ROBBERY","038","ROBBERY, WEAPON: Carjacking","9600 LOCHINVAR DR, PICO RIVERA, CA 90660","9600 LOCHINVAR DR","PICO RIVERA","90660","918-04212-1517","1517","04212","CA0190015","PICO RIVERA","N"
18610037,"2018-06-14 06:07:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","100 BEACON PL, PASADENA, CA 91107","100 BEACON PL","PASADENA","91107","018-07327-0590","0590","07327","CA0190005","TEMPLE","N"
18610470,"2018-06-14 13:00:00","ROBBERY","037","ROBBERY, WEAPON: Other","FERN AVE AND JACKMAN AVE, LANCASTER, CA","FERN AVE AND JACKMAN AVE","LANCASTER",,"918-11815-1122","1122","11815","CA0190024","LANCASTER","N"
18610543,"2018-06-14 14:00:00","ROBBERY","048","ROBBERY, STRONG-ARM: Carjacking","211ST ST AND BOLSA ST, CARSON, CA 90745","211ST ST AND BOLSA ST","CARSON","90745","918-06199-1618","1618","06199","CA0190016","CARSON","N"
18610606,"2018-06-14 15:00:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","11900 WILMINGTON AVE, LOS ANGELES, CA","11900 WILMINGTON AVE","LOS ANGELES",,"918-08738-2136","2136","08738","CA01900V3","CENTURY","N"
18610842,"2018-06-14 18:30:00","ROBBERY","044","ROBBERY, STRONG-ARM: Convenience Store, Fast Food, Restaurant","9600 WHITTIER BLVD, PICO RIVERA, CA 90660","9600 WHITTIER BLVD","PICO RIVERA","90660","918-04229-1512","1512","04229","CA0190015","PICO RIVERA","N"
18610923,"2018-06-14 21:16:00","ROBBERY","033","ROBBERY, WEAPON: Service Station","600 N DIAMOND BAR BLVD, DIAMOND BAR, CA 91765","600 N DIAMOND BAR BLVD","DIAMOND BAR","91765","918-03796-2920","2920","03796","CA0190020","WALNUT","N"
18624230,"2018-06-14 22:45:00","ROBBERY","037","ROBBERY, WEAPON: Other","100 E PINE ST, ALTADENA, CA 91001","100 E PINE ST","ALTADENA","91001","918-01854-0773","0773","01854","CA0190007","ALTADENA","N"
18611023,"2018-06-15 00:10:00","ROBBERY","037","ROBBERY, WEAPON: Other","COLIMA RD AND FULLERTON RD, ROWLAND HEIGHTS, CA 91748","COLIMA RD AND FULLERTON RD","ROWLAND HEIGHTS","91748","918-03801-2930","2930","03801","CA0190020","WALNUT","N"
18611078,"2018-06-15 00:48:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","300 EL SEGUNDO BLVD, LOS ANGELES, CA 90061","300 EL SEGUNDO BLVD","LOS ANGELES","90061","018-08761-2140","2140","08761","CA01900V3","CENTURY","N"
18611127,"2018-06-15 02:33:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","2700 PELLISSIER PL, CITY OF INDUSTRY, CA 91746","2700 PELLISSIER PL","CITY OF INDUSTRY","91746","918-07881-1410","1410","07881","CA0190014","INDUSTRY","N"
18611547,"2018-06-15 11:10:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","8200 GARVEY AVE, ROSEMEAD, CA 91770","8200 GARVEY AVE","ROSEMEAD","91770","918-07397-0532","0532","07397","CA0190005","TEMPLE","N"
18611590,"2018-06-15 11:25:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","27000 SIERRA HWY, CANYON COUNTRY, CA","27000 SIERRA HWY","CANYON COUNTRY",,"918-08313-0617","0617","08313","CA0190006","SANTA CLARITA VALLEY","N"
18611641,"2018-06-15 11:50:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","2200 EL SEGUNDO BLVD, LOS ANGELES, CA 90001","2200 EL SEGUNDO BLVD","LOS ANGELES","90001","918-08794-2137","2137","08794","CA01900V3","CENTURY","N"
18611605,"2018-06-15 12:40:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","TAMARIND AVE AND ALONDRA BLVD, COMPTON, CA","TAMARIND AVE AND ALONDRA BLVD","COMPTON",,"918-08438-2841","2841","08438","CA0190042","COMPTON","N"
18611652,"2018-06-15 13:05:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","16000 GARD AVE, NORWALK, CA","16000 GARD AVE","NORWALK",,"918-09172-0455","0455","09172","CA0190004","NORWALK","N"
18611689,"2018-06-15 13:23:00","ROBBERY","036","ROBBERY, WEAPON: Bank","9700 LAS TUNAS DR, TEMPLE CITY, CA 91780","9700 LAS TUNAS DR","TEMPLE CITY","91780","918-07403-0521","0521","07403","CA0190005","TEMPLE","N"
18611692,"2018-06-15 13:30:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","2200 S SANTA FE AVE, COMPTON, CA","2200 S SANTA FE AVE","COMPTON",,"918-08442-2842","2842","08442","CA0190042","COMPTON","N"
18611767,"2018-06-15 15:10:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","SEAFORTH AVE AND EXCELSIOR DR, NORWALK, CA 90650","SEAFORTH AVE AND EXCELSIOR DR","NORWALK","90650","918-09180-0456","0456","09180","CA0190004","NORWALK","N"
18611963,"2018-06-15 18:24:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","1100 N CENTRAL AVE, COMPTON, CA 90222","1100 N CENTRAL AVE","COMPTON","90222","918-08456-2872","2872","08456","CA0190042","COMPTON","N"
18611994,"2018-06-15 19:10:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","20700 GOLDEN TRIANGLE RD, SANTA CLARITA, CA","20700 GOLDEN TRIANGLE RD","SANTA CLARITA",,"918-08336-0617","0617","08336","CA0190006","SANTA CLARITA VALLEY","N"
18612049,"2018-06-15 19:40:00","ROBBERY","048","ROBBERY, STRONG-ARM: Carjacking","600 FOOTHILL BLVD, LA CANADA, CA 91011","600 FOOTHILL BLVD","LA CANADA","91011","018-01184-1262","1262","01184","CA0190012","CRESCENTA VALLEY","N"
18612207,"2018-06-15 21:00:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","126TH ST AND WILMINGTON AVE, LOS ANGELES, CA","126TH ST AND WILMINGTON AVE","LOS ANGELES",,"918-08814-2137","2137","08814","CA01900V3","CENTURY","N"
18613167,"2018-06-15 22:00:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","SIERRA HWY AND AVENUE J, LANCASTER, CA","SIERRA HWY AND AVENUE J","LANCASTER",,"918-12003-1123","1123","12003","CA0190024","LANCASTER","N"
18612195,"2018-06-15 23:00:00","ROBBERY","037","ROBBERY, WEAPON: Other","9600 WAMPLER ST, PICO RIVERA, CA 90660","9600 WAMPLER ST","PICO RIVERA","90660","918-04269-1515","1515","04269","CA0190015","PICO RIVERA","N"
18612214,"2018-06-16 00:20:00","ROBBERY","037","ROBBERY, WEAPON: Other","HORNELL ST AND STAMY RD, WHITTIER, CA","HORNELL ST AND STAMY RD","WHITTIER",,"918-09205-0493","0493","09205","CA0190004","NORWALK","N"
18615629,"2018-06-16 00:30:00","ROBBERY","037","ROBBERY, WEAPON: Other","16000 HALLIBURTON RD, HACIENDA HEIGHTS, CA 91745","16000 HALLIBURTON RD","HACIENDA HEIGHTS","91745","918-08086-1471","1471","08086","CA0190014","INDUSTRY","N"
18612197,"2018-06-16 00:40:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","15400 MANZANITA DR, HACIENDA HEIGHTS, CA 91745","15400 MANZANITA DR","HACIENDA HEIGHTS","91745","918-07924-1476","1476","07924","CA0190014","INDUSTRY","N"
18612308,"2018-06-16 05:45:00","ROBBERY","045","ROBBERY, STRONG-ARM: Residence","11100 S ACACIA AVE, LENNOX, CA","11100 S ACACIA AVE","LENNOX",,"018-04680-0382","0382","04680","CA0190003","SOUTH LOS ANGELES","N"
18612423,"2018-06-16 09:50:00","ROBBERY","031","ROBBERY, WEAPON: Highway, Etc.","3600 NORTON AVE, LYNWOOD, CA 90262","3600 NORTON AVE","LYNWOOD","90262","918-08832-2112","2112","08832","CA01900V3","CENTURY","N"
18612608,"2018-06-16 14:45:00","ROBBERY","048","ROBBERY, STRONG-ARM: Carjacking","600 S ATLANTIC BLVD, LOS ANGELES, CA 90022","600 S ATLANTIC BLVD","LOS ANGELES","90022","918-09097-0285","0285","09097","CA0190002","EAST LOS ANGELES","N"
18612701,"2018-06-16 16:41:00","ROBBERY","037","ROBBERY, WEAPON: Other","1700 S AZUSA AVE, INDUSTRY, CA 91744","1700 S AZUSA AVE","INDUSTRY","91744","918-07939-1416","1416","07939","CA0190014","INDUSTRY","N"
18612801,"2018-06-16 16:52:00","ROBBERY","037","ROBBERY, WEAPON: Other","3700 ROSEMEAD BLVD, ROSEMEAD, CA 91770","3700 ROSEMEAD BLVD","ROSEMEAD","91770","918-07481-0536","0536","07481","CA0190005","TEMPLE","N"
18612739,"2018-06-16 17:34:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","39500 10TH ST W, PALMDALE, CA","39500 10TH ST W","PALMDALE",,"918-08835-2619","2619","08835","CA01900W9","PALMDALE","N"
18612818,"2018-06-16 20:15:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","21500 APACHE TRAIL, CHATSWORTH, CA 91311","21500 APACHE TRAIL","CHATSWORTH","91311","918-03599-2258","2258","03599","CA0190022","MALIBU/LOST HILLS","N"
18612841,"2018-06-16 21:00:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","5100 DURFEE AVE, PICO RIVERA, CA","5100 DURFEE AVE","PICO RIVERA",,"018-04284-1514","1514","04284","CA0190015","PICO RIVERA","N"
18612916,"2018-06-16 23:00:00","ROBBERY","037","ROBBERY, WEAPON: Other","11700 S VERMONT AVE, LOS ANGELES, CA 90048","11700 S VERMONT AVE","LOS ANGELES","90048","018-00758-6060","6060","00758","CA0190031","TRANSIT SERV BUR","N"
18612926,"2018-06-17 00:00:00","ROBBERY","038","ROBBERY, WEAPON: Carjacking","1700 AZUSA AVE, HACIENDA HEIGHTS, CA 91745","1700 AZUSA AVE","HACIENDA HEIGHTS","91745","918-07950-1472","1472","07950","CA0190014","INDUSTRY","N"
18613184,"2018-06-17 12:29:00","ROBBERY","038","ROBBERY, WEAPON: Carjacking","400 AZUSA AVE, VALINDA, CA 91744","400 AZUSA AVE","VALINDA","91744","018-07967-1442","1442","07967","CA0190014","INDUSTRY","N"
18613227,"2018-06-17 13:50:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","3700 1ST ST, LOS ANGELES, CA","3700 1ST ST","LOS ANGELES",,"918-09132-0276","0276","09132","CA0190002","EAST LOS ANGELES","N"
18613369,"2018-06-17 17:16:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","CLOVIS AVE AND EL SEGUNDO BLVD, LOS ANGELES, CA","CLOVIS AVE AND EL SEGUNDO BLVD","LOS ANGELES",,"918-08888-2140","2140","08888","CA01900V3","CENTURY","N"
18613377,"2018-06-17 17:30:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","1900 E AVENUE J, LANCASTER, CA 93535","1900 E AVENUE J","LANCASTER","93535","918-12022-1137","1137","12022","CA0190024","LANCASTER","N"
18613370,"2018-06-17 17:38:54","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","6000 DEL AMO BLVD, LAKEWOOD, CA 90713","6000 DEL AMO BLVD","LAKEWOOD","90713","918-13488-1324","1324","13488","CA0190013","LAKEWOOD","N"
18613421,"2018-06-17 18:08:00","ROBBERY","037","ROBBERY, WEAPON: Other","12000 S CRENSHAW BLVD, HAWTHORNE, CA","12000 S CRENSHAW BLVD","HAWTHORNE",,"918-00762-6060","6060","00762","CA0190031","TRANSIT SERV BUR","N"
18613434,"2018-06-17 19:15:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","12600 SANDYCREEK LN, CERRITOS, CA 90703","12600 SANDYCREEK LN","CERRITOS","90703","918-02686-2318","2318","02686","CA01900R7","CERRITOS","N"
18613486,"2018-06-17 21:49:05","ROBBERY","037","ROBBERY, WEAPON: Other","7900 SOMERSET BLVD, PARAMOUNT, CA 90723","7900 SOMERSET BLVD","PARAMOUNT","90723","018-13499-1364","1364","13499","CA0190013","LAKEWOOD","N"
18613633,"2018-06-18 04:49:47","ROBBERY","047","ROBBERY, STRONG-ARM: Other","14300 BECKNER ST, LA PUENTE, CA 91744","14300 BECKNER ST","LA PUENTE","91744","918-07986-1430","1430","07986","CA0190014","INDUSTRY","N"
18613953,"2018-06-18 11:20:00","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","13800 AMAR RD, LA PUENTE, CA 91745","13800 AMAR RD","LA PUENTE","91745","918-08005-1430","1430","08005","CA0190014","INDUSTRY","N"
18627353,"2018-06-18 13:30:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","28100 DEVILS PUNCHBOWL RD, PEARBLOSSOM, CA 93553","28100 DEVILS PUNCHBOWL RD","PEARBLOSSOM","93553","918-09657-2692","2692","09657","CA01900W9","PALMDALE","N"
18614112,"2018-06-18 14:40:00","ROBBERY","041","ROBBERY, STRONG-ARM: Highway, Etc.","ALONDRA BLVD AND THORSON AVE, COMPTON, CA","ALONDRA BLVD AND THORSON AVE","COMPTON",,"918-08582-2846","2846","08582","CA0190042","COMPTON","N"
18614225,"2018-06-18 16:15:00","ROBBERY","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","11500 ATLANTIC AVE, LYNWOOD, CA 90262","11500 ATLANTIC AVE","LYNWOOD","90262","018-08918-2115","2115","08918","CA01900V3","CENTURY","N"
18615243,"2018-06-18 21:00:00","ROBBERY","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","400 E AVENUE I, LANCASTER, CA 93535","400 E AVENUE I","LANCASTER","93535","918-12164-1132","1132","12164","CA0190024","LANCASTER","N"
18614522,"2018-06-18 22:38:00","ROBBERY","037","ROBBERY, WEAPON: Other","3300 COLORADO BLVD, PASADENA, CA 91107","3300 COLORADO BLVD","PASADENA","91107","918-07574-0590","0590","07574","CA0190005","TEMPLE","N"
18614515,"2018-06-19 00:25:05","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","9400 S VERMONT AVE, LOS ANGELES, CA 90044","9400 S VERMONT AVE","LOS ANGELES","90044","918-04746-0370","0370","04746","CA0190003","SOUTH LOS ANGELES","N"
18614551,"2018-06-19 01:00:00","ROBBERY","037","ROBBERY, WEAPON: Other","3100 W AVENUE L, LANCASTER, CA","3100 W AVENUE L","LANCASTER",,"918-12112-1192","1192","12112","CA0190024","LANCASTER","N"
18614631,"2018-06-19 05:50:00","ROBBERY","038","ROBBERY, WEAPON: Carjacking","18900 SAN JOSE AVE, INDUSTRY, CA 91748","18900 SAN JOSE AVE","INDUSTRY","91748","918-08037-1418","1418","08037","CA0190014","INDUSTRY","N"
18614867,"2018-06-19 10:23:00","ROBBERY","044","ROBBERY, STRONG-ARM: Convenience Store, Fast Food, Restaurant","12200 CARSON ST, HAWAIIAN GARDENS, CA 90716","12200 CARSON ST","HAWAIIAN GARDENS","90716","918-13610-1352","1352","13610","CA0190013","LAKEWOOD","N"
18615063,"2018-06-19 12:45:00","ROBBERY","047","ROBBERY, STRONG-ARM: Other","11600 LONG BEACH BLVD, LYNWOOD, CA 90262","11600 LONG BEACH BLVD","LYNWOOD","90262","918-00772-6065","6065","00772","CA0190031","TRANSIT SERV BUR","N"
